  iter       grad(x_k)           value       Step         x(1)       x(2)       x(3)       x(4)       x(5)
     1      8.5791e+00      4.8000e+00     0.5000 | -1.0000e+00 8.0000e-01 4.4000e-01 -6.4000e-03 -1.9996e-01
     2      2.8755e+00      3.0303e+00     0.5000 | -7.3401e-01 5.8823e-01 3.2335e-01 6.3134e-02 -8.4907e-04
     3      7.7797e+00      2.9895e+00     0.5000 | -3.0002e-01 1.4625e-02 -2.8724e-01 -3.0744e-01 -4.5223e-02
     4      3.3771e+00      9.4708e-01     0.5000 | 2.7581e-01 -1.5882e-01 -1.0834e-01 -8.2994e-02 -4.3487e-02
     5      1.1301e+00      3.8697e-01     0.5000 | 4.3722e-01 9.8534e-02 -6.3360e-02 -5.7875e-03 -5.9273e-03
     6      7.9676e-01      1.7529e-01     0.5000 | 6.4825e-01 3.3996e-01 5.4959e-02 -1.0918e-02 9.2878e-05
     7      4.1468e-01      8.2529e-02     0.5000 | 7.4987e-01 5.2598e-01 2.3698e-01 2.3026e-02 -6.2198e-04
     8      2.6770e-01      4.2514e-02     0.5000 | 8.1998e-01 6.4683e-01 3.9331e-01 1.3001e-01 5.4569e-03
     9      1.9770e-01      2.3679e-02     0.5000 | 8.6497e-01 7.3108e-01 5.1900e-01 2.5080e-01 4.8309e-02
    10      1.3626e-01      1.3811e-02     0.5000 | 8.9453e-01 7.8771e-01 6.1054e-01 3.6115e-01 1.1825e-01
    11      1.2570e-01      8.3094e-03     0.5000 | 9.1867e-01 8.3463e-01 6.8943e-01 4.6653e-01 2.0654e-01
    12      9.4477e-02      4.9788e-03     0.5000 | 9.3576e-01 8.6853e-01 7.4939e-01 5.5601e-01 3.0114e-01
    13      1.0342e-01      2.9939e-03     0.5000 | 9.5130e-01 8.9964e-01 8.0563e-01 6.4447e-01 4.0751e-01
    14      6.5565e-02      1.7137e-03     0.5000 | 9.6192e-01 9.2123e-01 8.4609e-01 7.1316e-01 5.0388e-01
    15      8.8602e-02      9.7576e-04     0.5000 | 9.7307e-01 9.4400e-01 8.8918e-01 7.8808e-01 6.1546e-01
    16      3.5878e-02      4.8711e-04     0.5000 | 9.7942e-01 9.5713e-01 9.1484e-01 8.3574e-01 6.9619e-01
    17      7.3582e-02      2.5120e-04     0.5000 | 9.8793e-01 9.7471e-01 9.4915e-01 8.9942e-01 8.0490e-01
    18      1.2157e-02      8.7745e-05     0.5000 | 9.9111e-01 9.8140e-01 9.6264e-01 9.2628e-01 8.5727e-01
    19      4.3460e-02      3.6583e-05     0.5000 | 9.9692e-01 9.9352e-01 9.8678e-01 9.7308e-01 9.4469e-01
    20      1.8554e-03      4.0888e-06     0.5000 | 9.9806e-01 9.9593e-01 9.9177e-01 9.8355e-01 9.6725e-01
    23      8.8076e-07      1.1037e-14     0.5000 | 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00
